1,一步滩
2,一间堡
3,一面坡
4,一面山
5,七台河
6,七甸
7,七苏木
8,七营
9,七龙星
10,万乐
11,万发屯
12,万宁
13,万州
14,万年
15,万庄
16,万源
17,三义井
18,三井子
19,三亚
20,三元坝
21,三关口
22,三十家
23,三十里堡
24,三原
25,三合庄
26,三堂集
27,三家子
28,三家寨
29,三家店
30,三把火
31,三明北
32,三水
33,三汇镇
34,三江
35,三江南
36,三江县
37,三江口
38,三河县
39,三源浦
40,三穗
41,三花石
42,三营
43,三道湖
44,三道营
45,三都县
46,三门县
47,三门峡
48,三间房
49,三阳川
50,上万
51,上园
52,上店
53,上普雄
54,上板城
55,上海
56,上腰墩
57,上虞
58,上西铺
59,上谷
60,上饶
61,上高镇
62,下台子
63,下坑子
64,下城子
65,下普雄
66,下板城
67,下社
68,下花园
69,下马塘
70,东丰
71,东乡
72,东二道河
73,东京城
74,东元庆
75,东光
76,东兴
77,东升
78,东南营子
79,东台
80,东坡
81,东大坝
82,东安东
83,东富
84,东庄
85,东戴河
86,东方
87,东方红
88,东明县
89,东明村
90,东来
91,东沟门
92,东津
93,东海
94,东海县
95,东淤地
96,东港北
97,东湾
98,东田良
99,东胜西
100,东至
101,东莞
102,东营南
103,东营子
104,东辛庄
105,东边井
106,东通化
107,东镇
108,两家
109,两当
110,中兴
111,中卫
112,中台子
113,中和
114,中嘴
115,中宁
116,中寨
117,中山
118,中川机场
119,丰乐镇
120,丰城
121,丰广
122,丰水村
123,丰都
124,丰镇
125,丰顺
126,串子沟
127,临城
128,临江场
129,临江溪
130,临汾
131,临沂
132,临河
133,临泽
134,临海
135,临清
136,临湘
137,临西
138,临颍
139,临高南
140,丹东
141,丹凤
142,丹徒
143,丹阳
144,丹霞山
145,丽水
146,丽江
147,乃林
148,义乌
149,义县
150,义马
151,乌伊岭
152,乌兰
153,乌兰哈达
154,乌兰浩特
155,乌兰胡同
156,乌兰花
157,乌固诺尔
158,乌奴耳
159,乌尔旗汗
160,乌拉山
161,乌拉特前旗
162,乌海
163,乌西
164,乌鲁布铁
165,乌鲁木齐
166,乌龙泉南
167,乐东
